,ID,DemAffl,DemAge,DemCluster,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime,TargetBuy,TargetAmt
308,943517,9.0,48.0,1.0,A,F,South East,London,Silver,600.0,8.0,0,0
309,946311,9.0,54.0,20.0,C,M,South East,London,Silver,3000.0,3.0,0,0
310,950033,12.0,35.0,51.0,F,M,South West,S West,Silver,1500.0,5.0,0,0
311,951897,9.0,38.0,34.0,D,F,Midlands,East,Tin,0.01,4.0,1,1
312,952729,11.0,42.0,17.0,C,M,North,N West,Gold,6041.13,5.0,0,0
313,956155,14.0,50.0,17.0,C,M,North,N West,Silver,420.01,4.0,0,0
314,956635,4.0,63.0,22.0,C,M,North,N West,Tin,0.01,5.0,1,1
315,963194,9.0,75.0,20.0,C,F,South East,London,Gold,6000.0,1.0,0,0
316,966932,8.0,50.0,29.0,D,F,South East,London,Silver,50.0,8.0,0,0
317,985295,2.0,58.0,34.0,D,F,South East,London,Tin,0.01,8.0,0,0
318,994332,8.0,66.0,27.0,,F,Midlands,Ulster,Silver,500.0,8.0,0,0
319,997684,6.0,54.0,48.0,F,F,South East,London,Silver,50.0,11.0,0,0
320,1002422,7.0,54.0,35.0,D,F,North,N West,Tin,0.01,5.0,0,0
321,1003402,18.0,38.0,53.0,F,F,South East,London,Tin,0.01,6.0,1,1
322,1004301,6.0,54.0,53.0,F,M,Midlands,East,Gold,6000.0,2.0,0,0
323,1008129,8.0,55.0,24.0,C,M,South East,London,Silver,1000.0,5.0,0,0
324,1009060,8.0,52.0,38.0,E,M,Scottish,C Scotland,Tin,0.01,4.0,0,0
325,1009931,11.0,59.0,32.0,D,F,Midlands,Midlands,Silver,1500.0,2.0,0,0
326,1011243,6.0,63.0,49.0,F,M,South West,S West,Silver,1000.0,2.0,1,1
327,1011669,15.0,47.0,38.0,E,M,North,N West,Tin,0.01,6.0,0,0
328,1012509,6.0,44.0,51.0,F,F,South East,London,Tin,0.01,8.0,0,0
329,1013394,7.0,39.0,4.0,A,F,South East,London,Tin,0.01,7.0,0,0
330,1018361,5.0,72.0,4.0,A,U,Midlands,Midlands,Gold,6000.0,2.0,0,0
331,1022334,8.0,38.0,47.0,F,M,Midlands,Wales & West,Tin,0.01,5.0,0,0
332,1024248,13.0,72.0,30.0,D,F,South East,S & S East,Tin,0.01,8.0,0,0
333,1029592,11.0,54.0,27.0,D,M,South East,London,Tin,0.01,4.0,1,1
334,1030302,6.0,76.0,49.0,F,,Scottish,Border,Silver,3000.0,8.0,0,0
335,1036084,11.0,50.0,32.0,D,,North,N East,Silver,3000.0,8.0,0,0
336,1040227,7.0,66.0,19.0,C,F,Midlands,Wales & West,Gold,9000.0,8.0,0,0
337,1040944,6.0,51.0,38.0,E,,South East,London,Tin,0.01,5.0,0,0
338,1041231,7.0,61.0,19.0,C,,Midlands,Midlands,Gold,6107.64,5.0,0,0
339,1043773,3.0,63.0,25.0,C,,Midlands,Midlands,Tin,0.01,8.0,0,0
340,1054015,6.0,78.0,51.0,F,F,South East,London,Gold,7500.0,5.0,0,0
341,1055682,9.0,55.0,15.0,B,M,Midlands,East,Gold,5672.31,2.0,0,0
342,1060228,7.0,49.0,53.0,F,M,Midlands,Midlands,Gold,10000.0,3.0,0,0
343,1061348,13.0,70.0,5.0,B,,South East,London,Silver,2884.96,8.0,0,0
344,1068601,6.0,45.0,32.0,D,F,Midlands,Midlands,Tin,0.01,4.0,0,0
345,1070037,5.0,73.0,52.0,F,F,Scottish,C Scotland,Silver,600.0,32.0,0,0
346,1070460,8.0,71.0,4.0,A,F,South East,London,Platinum,23425.0,4.0,1,1
347,1072773,14.0,52.0,27.0,D,F,South East,London,Gold,7017.55,5.0,0,0
348,1080016,11.0,52.0,34.0,D,F,Midlands,East,Tin,0.01,5.0,0,0
349,1083767,9.0,64.0,52.0,F,F,,,Silver,3000.0,1.0,0,0
350,1084607,9.0,57.0,16.0,C,F,Midlands,Midlands,Gold,9052.66,7.0,0,0
351,1087452,6.0,54.0,44.0,E,F,Midlands,Midlands,Silver,2000.0,27.0,0,0
352,1091085,10.0,63.0,27.0,D,M,North,N West,Gold,6053.34,4.0,0,0
353,1094955,8.0,32.0,41.0,E,F,Midlands,Midlands,Tin,0.01,4.0,1,1
354,1097474,20.0,39.0,24.0,C,M,North,N West,Tin,0.01,8.0,1,2
355,1098918,7.0,35.0,22.0,C,F,Midlands,Midlands,Tin,0.01,4.0,1,1
356,1101579,8.0,58.0,48.0,F,F,Midlands,Wales & West,Silver,1930.0,9.0,0,0
357,1103288,10.0,40.0,23.0,C,F,Midlands,Midlands,Tin,0.01,4.0,1,1
358,1104136,13.0,54.0,25.0,C,M,South East,S & S East,Silver,980.0,5.0,1,1
359,1108646,9.0,61.0,3.0,A,F,South East,London,Gold,12150.0,11.0,0,0
360,1111434,13.0,70.0,25.0,C,F,North,N West,Silver,500.0,11.0,0,0
361,1115014,12.0,54.0,31.0,D,F,Midlands,Midlands,Gold,9000.0,11.0,0,0
362,1117629,7.0,54.0,35.0,D,F,Midlands,Midlands,Tin,0.01,8.0,0,0
363,1128353,5.0,70.0,52.0,F,F,North,N West,Silver,3500.0,5.0,0,0
364,1131451,6.0,60.0,3.0,A,F,Midlands,Wales & West,Gold,10000.0,4.0,0,0
365,1134051,14.0,77.0,6.0,B,F,South East,S & S East,Silver,4884.25,11.0,0,0
366,1135724,10.0,74.0,42.0,E,F,South East,S & S East,Silver,4500.0,12.0,0,0
367,1136585,7.0,67.0,33.0,D,F,Midlands,Wales & West,Silver,3000.0,5.0,0,0
368,1137492,7.0,51.0,27.0,D,M,Midlands,Midlands,Gold,17000.0,11.0,1,1
369,1138235,18.0,37.0,25.0,C,F,Midlands,Midlands,Silver,50.01,8.0,1,3
370,1143662,8.0,35.0,52.0,F,,North,N West,Gold,5044.46,5.0,0,0
371,1150820,5.0,58.0,20.0,C,F,Scottish,N Scot,Gold,6000.0,22.0,0,0
372,1151037,6.0,27.0,30.0,D,F,South East,S & S East,Silver,5.0,7.0,0,0
373,1154958,5.0,72.0,12.0,B,U,South East,London,Platinum,32050.0,12.0,0,0
374,1156179,9.0,70.0,31.0,D,F,South East,London,Gold,6000.0,8.0,0,0
375,1162020,7.0,54.0,51.0,F,F,Midlands,Wales & West,Tin,0.01,2.0,0,0
376,1164910,7.0,51.0,38.0,E,M,North,N West,Tin,0.01,10.0,0,0
377,1176846,9.0,31.0,52.0,F,F,,,Silver,1064.45,1.0,1,1
378,1178520,10.0,58.0,51.0,F,F,Midlands,Wales & West,Silver,3000.01,8.0,0,0
379,1179462,10.0,73.0,38.0,E,F,Midlands,Wales & West,Tin,0.01,6.0,0,0
380,1184199,7.0,38.0,51.0,F,F,South East,London,Silver,4500.0,4.0,0,0
381,1186671,7.0,71.0,1.0,A,F,South East,London,Silver,2000.0,3.0,1,1
382,1190369,22.0,50.0,22.0,C,M,South East,London,Silver,3000.0,6.0,1,2
383,1191357,9.0,54.0,27.0,,U,Midlands,Wales & West,Silver,2000.0,4.0,0,0
384,1192051,6.0,51.0,22.0,C,F,Midlands,Midlands,Silver,3500.0,27.0,0,0
385,1195654,10.0,33.0,35.0,D,F,Midlands,Wales & West,Tin,0.01,8.0,0,0
386,1196413,6.0,67.0,1.0,A,U,Midlands,Midlands,Silver,5000.0,4.0,0,0
387,1201212,8.0,78.0,15.0,B,M,South East,S & S East,Silver,3000.0,8.0,0,0
388,1214039,8.0,64.0,2.0,A,F,South East,London,Gold,20000.0,4.0,1,1
389,1214934,9.0,50.0,52.0,F,F,South East,London,Silver,5000.0,4.0,0,0
390,1219553,8.0,76.0,37.0,E,U,North,N West,Gold,6000.0,15.0,0,0
391,1220462,5.0,41.0,50.0,F,F,South East,London,Gold,6000.0,3.0,0,0
392,1225006,12.0,50.0,31.0,D,M,Scottish,C Scotland,Tin,0.01,7.0,1,1
393,1227807,13.0,54.0,2.0,A,F,South West,S West,Gold,12078.35,30.0,0,0
394,1237713,13.0,45.0,14.0,B,F,South East,S & S East,Silver,3000.0,8.0,0,0
395,1238604,8.0,72.0,10.0,B,F,South East,London,Silver,50.01,13.0,0,0
396,1245880,7.0,41.0,53.0,F,,North,N West,Tin,0.01,9.0,0,0
397,1246933,10.0,59.0,13.0,B,M,South East,S & S East,Silver,780.0,2.0,0,0
398,1250647,9.0,68.0,23.0,C,,Midlands,Midlands,Silver,4000.0,5.0,1,1
399,1260758,9.0,66.0,35.0,D,M,Scottish,C Scotland,Silver,2000.0,9.0,0,0
400,1263749,5.0,52.0,6.0,B,M,North,Yorkshire,Tin,0.01,11.0,0,0
401,1265857,8.0,73.0,27.0,,M,Midlands,Ulster,Gold,6000.0,6.0,0,0
402,1275305,6.0,45.0,50.0,F,U,North,N West,Silver,300.0,9.0,0,0
403,1276417,9.0,48.0,30.0,D,F,South East,S & S East,Tin,0.01,5.0,1,1
404,1277200,6.0,60.0,6.0,B,F,South East,S & S East,Tin,0.01,5.0,0,0
405,1285750,8.0,57.0,12.0,B,F,South East,London,Tin,0.01,8.0,0,0
406,1287850,11.0,56.0,23.0,C,F,Midlands,East,Gold,6105.32,7.0,0,0
407,1288741,26.0,31.0,44.0,E,F,Midlands,Midlands,Tin,0.01,4.0,1,2
408,1289772,8.0,54.0,30.0,D,F,South West,S West,Tin,0.01,4.0,1,1
409,1303252,9.0,55.0,26.0,C,M,South East,London,Tin,0.01,11.0,0,0
410,1311360,8.0,61.0,17.0,C,M,Midlands,Midlands,Silver,3250.0,6.0,0,0
411,1312375,8.0,41.0,27.0,D,F,South East,London,Gold,10000.0,5.0,0,0
412,1314483,9.0,68.0,2.0,A,M,South East,London,Silver,4250.0,4.0,0,0
413,1317113,14.0,47.0,21.0,C,F,South East,London,Tin,0.01,8.0,0,0
414,1318845,3.0,70.0,24.0,C,F,Midlands,Wales & West,Silver,3000.0,11.0,0,0
415,1322516,10.0,40.0,7.0,B,M,South East,London,Silver,1000.0,13.0,0,0
416,1329022,10.0,57.0,47.0,F,M,Midlands,Midlands,Tin,0.01,4.0,0,0
417,1330489,11.0,54.0,12.0,B,F,Scottish,C Scotland,Silver,360.0,9.0,0,0
418,1334131,2.0,54.0,8.0,B,F,Midlands,Midlands,Silver,3178.9,5.0,0,0
419,1338498,9.0,44.0,13.0,B,F,South East,London,Gold,6053.35,5.0,0,0
420,1339389,6.0,57.0,35.0,D,M,North,Yorkshire,Silver,0.02,8.0,0,0
421,1343181,5.0,54.0,19.0,C,,Midlands,Midlands,Silver,50.02,8.0,0,0
422,1347810,9.0,60.0,35.0,D,,Scottish,N Scot,Gold,8000.0,14.0,0,0
423,1348957,13.0,45.0,52.0,F,F,Scottish,N Scot,Tin,0.01,4.0,1,2
424,1349643,9.0,40.0,37.0,E,F,South East,London,Tin,0.01,6.0,1,1
425,1352482,9.0,22.0,12.0,B,F,North,N West,Silver,1000.0,3.0,1,1
426,1353292,10.0,73.0,4.0,A,M,South East,London,Silver,5000.0,27.0,0,0
427,1364707,10.0,44.0,20.0,C,U,South East,S & S East,Tin,0.01,5.0,0,0
428,1366874,8.0,65.0,12.0,B,M,South East,London,Silver,1526.91,5.0,0,0
429,1372475,5.0,50.0,8.0,B,M,Midlands,Wales & West,Tin,0.01,4.0,0,0
430,1379240,8.0,76.0,46.0,F,F,South East,S & S East,Silver,1000.0,3.0,1,1
431,1390333,8.0,61.0,4.0,A,M,South East,London,Tin,0.01,5.0,0,0
432,1402684,7.0,52.0,41.0,E,F,South East,London,Tin,0.01,9.0,0,0
433,1403478,9.0,48.0,33.0,D,F,Midlands,Midlands,Gold,6000.0,2.0,0,0
434,1404458,9.0,47.0,28.0,D,M,Midlands,Midlands,Tin,0.01,4.0,0,0
435,1407228,7.0,57.0,15.0,B,F,,,Silver,2000.0,1.0,0,0
436,1408038,10.0,61.0,35.0,D,F,North,N West,Silver,3000.0,3.0,1,1
437,1421123,8.0,55.0,45.0,E,M,South West,S West,Silver,4000.0,8.0,0,0
438,1422944,10.0,52.0,47.0,F,U,Scottish,C Scotland,Tin,0.01,5.0,0,0
439,1425951,8.0,68.0,52.0,F,F,Midlands,Wales & West,Tin,0.01,9.0,0,0
440,1438069,5.0,76.0,23.0,C,F,North,Yorkshire,Gold,6000.0,3.0,1,1
441,1439030,11.0,47.0,3.0,A,M,Scottish,C Scotland,Silver,1200.0,11.0,0,0
442,1455486,9.0,66.0,38.0,E,,Midlands,Wales & West,Gold,6000.0,2.0,0,0
443,1467158,12.0,60.0,19.0,C,F,Midlands,Midlands,Gold,9604.34,4.0,0,0
444,1468979,8.0,49.0,25.0,C,M,South East,S & S East,Tin,0.01,20.0,0,0
445,1469819,9.0,67.0,33.0,D,F,South East,London,Gold,10000.0,5.0,1,1
446,1470698,4.0,53.0,20.0,C,M,South East,London,Silver,1070.0,9.0,0,0
447,1472623,3.0,59.0,27.0,,F,Midlands,East,Gold,12000.0,4.0,0,0
448,1487604,8.0,69.0,16.0,C,M,South East,London,Gold,14400.0,8.0,0,0
449,1488600,7.0,27.0,52.0,F,F,South East,London,Tin,0.01,4.0,1,1
450,1492209,10.0,63.0,14.0,B,M,South East,London,Silver,3000.0,7.0,0,0
451,1496115,18.0,41.0,35.0,D,F,North,N East,Tin,0.01,5.0,1,1
452,1504347,8.0,36.0,53.0,F,U,Midlands,East,Silver,4035.57,7.0,1,1
453,1509918,4.0,64.0,28.0,D,F,South East,London,Silver,420.0,9.0,0,0
454,1514946,8.0,45.0,44.0,E,M,South East,London,Gold,6000.0,2.0,0,0
455,1515527,10.0,46.0,27.0,D,F,South East,S & S East,Tin,0.01,4.0,0,0
456,1521950,2.0,50.0,5.0,B,,North,N East,Tin,0.01,5.0,0,0
457,1522744,6.0,75.0,42.0,E,F,Midlands,Midlands,Tin,0.01,9.0,0,0
458,1523775,11.0,62.0,8.0,B,M,North,Yorkshire,Gold,6000.0,10.0,0,0
459,1524712,13.0,64.0,5.0,B,M,North,N West,Gold,12000.0,8.0,0,0
460,1529536,8.0,39.0,16.0,C,,South East,London,Silver,3850.36,8.0,1,2
461,1533258,11.0,25.0,19.0,C,F,Midlands,Midlands,Silver,3000.0,3.0,1,1
462,1535226,5.0,46.0,25.0,C,F,Midlands,Wales & West,Platinum,24878.35,9.0,0,0
463,1539132,10.0,39.0,37.0,E,U,North,N West,Tin,0.01,5.0,1,1
464,1540068,6.0,56.0,46.0,F,F,South East,London,Gold,6000.0,1.0,0,0
465,1543954,6.0,56.0,38.0,E,U,North,N East,Gold,6000.0,2.0,0,0
466,1544969,6.0,62.0,23.0,C,M,Scottish,N Scot,Gold,18800.0,4.0,0,0
467,1550918,5.0,77.0,49.0,F,M,South East,S & S East,Gold,9600.0,16.0,0,0
468,1562843,6.0,48.0,19.0,C,F,Midlands,Midlands,Tin,0.01,5.0,0,0
469,1587250,4.0,29.0,24.0,C,F,North,N West,Silver,100.0,7.0,1,1
470,1589334,9.0,63.0,22.0,C,M,Midlands,Wales & West,Tin,0.01,5.0,0,0
471,1593706,5.0,46.0,32.0,D,,Midlands,Wales & West,Silver,480.0,5.0,0,0
472,1598333,9.0,58.0,33.0,D,U,Midlands,Midlands,Tin,0.01,5.0,1,1
473,1611844,12.0,68.0,16.0,C,F,North,N West,Silver,2000.0,31.0,0,0
474,1613685,10.0,54.0,38.0,E,F,South East,S & S East,Gold,6053.35,6.0,1,1
475,1617974,7.0,36.0,12.0,B,F,South East,London,Silver,3000.01,8.0,1,1
476,1620797,17.0,43.0,37.0,E,F,Midlands,Wales & West,Silver,3026.67,6.0,1,2
477,1622692,6.0,57.0,34.0,D,M,South East,London,Tin,0.01,4.0,0,0
478,1623494,8.0,47.0,20.0,C,,South East,London,Tin,0.01,8.0,0,0
479,1625675,6.0,45.0,31.0,D,F,South East,S & S East,Tin,0.01,10.0,0,0
480,1642332,10.0,64.0,14.0,B,,Midlands,Midlands,Silver,5000.0,8.0,0,0
481,1645110,12.0,37.0,10.0,B,F,North,Yorkshire,Tin,0.01,5.0,1,1
482,1652990,5.0,57.0,20.0,C,,North,Yorkshire,Silver,4884.25,11.0,0,0
483,1657844,6.0,41.0,32.0,D,,North,Yorkshire,Tin,0.01,5.0,0,0
484,1665502,10.0,44.0,24.0,C,M,Midlands,Wales & West,Silver,500.0,9.0,0,0
485,1670514,9.0,51.0,14.0,B,F,South East,London,Gold,7053.34,10.0,0,0
486,1673556,7.0,62.0,49.0,F,F,South West,S West,Gold,6000.0,2.0,0,0
487,1681265,18.0,54.0,52.0,F,F,Midlands,Midlands,Silver,970.92,9.0,1,2
488,1691082,7.0,57.0,27.0,D,M,South East,London,Silver,1500.0,5.0,0,0
489,1692658,7.0,63.0,6.0,B,M,Midlands,East,Gold,7500.0,5.0,0,0
490,1700464,8.0,54.0,25.0,C,M,North,Yorkshire,Silver,600.0,8.0,0,0
491,1711644,3.0,51.0,28.0,D,M,North,N West,Tin,0.01,5.0,0,0
492,1719211,8.0,44.0,38.0,E,F,North,N West,Silver,500.0,10.0,1,1
493,1731165,11.0,74.0,35.0,D,M,Midlands,Midlands,Gold,10000.01,8.0,0,0
494,1739360,8.0,56.0,53.0,F,M,South West,S West,Silver,4000.0,5.0,1,1
495,1741195,4.0,33.0,53.0,F,F,Midlands,Midlands,Tin,0.01,6.0,0,0
496,1742434,8.0,50.0,9.0,B,F,Midlands,Midlands,Silver,4800.0,5.0,0,0
497,1745654,8.0,59.0,17.0,C,F,North,N West,Tin,0.01,5.0,1,1
498,1750860,11.0,67.0,13.0,B,,North,N West,Silver,2400.0,9.0,0,0
499,1762605,7.0,72.0,47.0,F,M,North,N West,Gold,6000.0,5.0,0,0
500,1763474,5.0,67.0,10.0,B,,North,N West,Gold,6000.0,2.0,0,0
501,1764616,8.0,28.0,52.0,F,M,Scottish,C Scotland,Silver,68.22,2.0,0,0
502,1765760,9.0,65.0,4.0,A,F,North,N West,Gold,6053.35,6.0,0,0
503,1771388,10.0,39.0,16.0,C,F,North,N East,Silver,600.0,1.0,1,1
504,1772406,11.0,59.0,24.0,C,F,South West,S West,Gold,10213.66,5.0,0,0
505,1773372,13.0,61.0,27.0,D,,North,N West,Silver,3000.0,8.0,0,0
506,1779664,11.0,43.0,27.0,,F,Midlands,Wales & West,Tin,0.01,9.0,1,1
507,1780778,10.0,50.0,28.0,D,M,North,Yorkshire,Tin,0.01,5.0,0,0
508,1781979,8.0,67.0,19.0,C,U,South East,S & S East,Gold,5027.0,6.0,0,0
509,1786164,9.0,55.0,1.0,A,M,South East,London,Tin,0.01,4.0,0,0
510,1794663,12.0,48.0,53.0,F,F,South East,London,Gold,6053.35,13.0,1,2
511,1795708,8.0,32.0,52.0,F,M,South East,London,Tin,0.01,7.0,1,1
512,1798863,13.0,38.0,25.0,C,F,North,Yorkshire,Tin,0.01,8.0,1,1
513,1799983,9.0,39.0,50.0,F,F,Midlands,Midlands,Silver,2700.0,4.0,1,1
514,1802194,11.0,44.0,40.0,E,M,Scottish,N Scot,Gold,6000.0,3.0,1,1
515,1803158,5.0,71.0,30.0,D,,South East,S & S East,Silver,2000.0,9.0,0,0
516,1804170,11.0,57.0,27.0,D,F,Midlands,Midlands,Gold,9000.0,6.0,1,1
517,1805371,5.0,34.0,51.0,F,F,Midlands,East,Gold,6000.0,5.0,0,0
518,1815989,11.0,56.0,35.0,D,F,North,N West,Tin,0.01,6.0,1,2
519,1820036,6.0,69.0,24.0,C,M,Midlands,Midlands,Gold,12105.32,12.0,0,0
520,1820974,11.0,53.0,4.0,A,M,South East,London,Silver,600.0,7.0,0,0
521,1823981,10.0,33.0,35.0,D,F,North,N East,Tin,0.01,9.0,1,1
522,1824880,6.0,67.0,23.0,C,M,North,Yorkshire,Silver,1200.0,4.0,0,0
523,1833588,8.0,74.0,52.0,F,F,Scottish,Border,Silver,2000.0,5.0,0,0
524,1856197,4.0,73.0,52.0,F,F,North,N West,Gold,6500.0,20.0,0,0
525,1857045,16.0,37.0,52.0,F,F,South East,London,Tin,0.01,8.0,1,2
526,1860585,7.0,60.0,37.0,E,F,South West,S West,Silver,1324.2,10.0,1,1
527,1861670,8.0,61.0,24.0,C,F,South East,London,Gold,6000.0,2.0,1,1
528,1868780,9.0,74.0,23.0,C,F,Midlands,Midlands,Gold,11605.32,12.0,0,0
529,1872664,4.0,49.0,44.0,E,F,Midlands,Midlands,Tin,0.01,5.0,0,0
530,1873539,8.0,49.0,34.0,D,F,South East,London,Tin,0.01,8.0,0,0
531,1878794,5.0,58.0,38.0,E,F,South East,London,Platinum,21000.0,9.0,0,0
532,1882015,8.0,36.0,27.0,,M,Midlands,Ulster,Silver,4300.0,1.0,0,0
533,1891499,8.0,43.0,14.0,B,F,Midlands,Wales & West,Silver,1200.0,4.0,0,0
534,1893505,5.0,76.0,24.0,C,U,South East,London,Gold,6053.35,7.0,0,0
535,1895451,8.0,78.0,4.0,A,F,Midlands,Midlands,Silver,3000.0,2.0,1,1
536,1896628,4.0,76.0,28.0,D,F,Midlands,Wales & West,Gold,6000.0,6.0,0,0
537,1897829,15.0,48.0,44.0,E,F,Midlands,Midlands,Silver,500.0,9.0,1,1
538,1898779,7.0,68.0,44.0,E,M,North,Yorkshire,Tin,0.01,12.0,0,0
539,1901788,7.0,61.0,4.0,A,M,South East,London,Platinum,28780.41,0.0,0,0
540,1902814,10.0,64.0,10.0,B,M,Scottish,C Scotland,Gold,5100.0,11.0,0,0
541,1907808,7.0,56.0,23.0,C,,Midlands,Wales & West,Silver,3000.0,11.0,0,0
542,1916432,8.0,39.0,44.0,E,,South East,London,Silver,5000.0,1.0,0,0
543,1917439,10.0,62.0,27.0,D,F,North,Yorkshire,Gold,6053.35,5.0,0,0
544,1919512,11.0,35.0,44.0,E,F,Midlands,Wales & West,Silver,600.0,8.0,1,1
545,1936239,8.0,35.0,25.0,C,F,South East,S & S East,Silver,1000.0,6.0,1,1
546,1938339,8.0,55.0,45.0,E,M,South East,S & S East,Tin,0.01,8.0,0,0
547,1939297,7.0,47.0,27.0,D,,North,N East,Silver,1200.0,9.0,0,0
548,1941658,6.0,63.0,12.0,B,M,South East,S & S East,Platinum,30131.68,6.0,0,0
549,1943634,7.0,33.0,16.0,C,F,North,Yorkshire,Tin,0.01,9.0,0,0
550,1946366,7.0,50.0,49.0,F,M,Midlands,Midlands,Silver,4198.0,1.0,0,0
551,1952552,12.0,57.0,52.0,F,M,Scottish,N Scot,Silver,1000.0,4.0,0,0
552,1953516,8.0,42.0,16.0,C,U,North,N West,Tin,0.01,5.0,0,0
553,1954504,11.0,45.0,20.0,C,F,Midlands,Midlands,Silver,720.0,4.0,0,0
554,1976389,6.0,49.0,51.0,F,F,Midlands,East,Silver,920.0,4.0,1,1
555,1978349,9.0,70.0,23.0,C,M,Scottish,Border,Silver,3000.0,8.0,0,0
556,1979671,6.0,39.0,9.0,B,F,North,N East,Tin,0.01,7.0,1,1
557,1983636,9.0,37.0,37.0,E,F,Midlands,East,Silver,420.0,1.0,1,1
558,1986597,8.0,62.0,4.0,A,F,Scottish,C Scotland,Silver,3750.0,2.0,0,0
559,1988824,9.0,67.0,5.0,B,M,,,Gold,6000.0,1.0,0,0
560,1991744,9.0,59.0,5.0,B,F,South East,S & S East,Gold,7400.0,28.0,0,0
561,1996495,15.0,52.0,27.0,D,M,South East,London,Silver,3000.0,5.0,1,1
562,2009935,9.0,50.0,27.0,D,M,South East,S & S East,Silver,1200.0,9.0,0,0
563,2015668,7.0,35.0,26.0,C,F,South East,London,Silver,500.0,1.0,1,1
564,2022370,12.0,39.0,53.0,F,F,Midlands,Wales & West,Tin,0.01,5.0,1,1
565,2024128,12.0,68.0,38.0,E,F,,,Gold,18678.76,3.0,1,1
566,2034743,19.0,38.0,27.0,,F,Midlands,Wales & West,Tin,0.01,9.0,1,3
567,2035618,11.0,32.0,4.0,A,F,Midlands,Midlands,Tin,0.01,5.0,0,0
568,2038765,7.0,30.0,51.0,F,F,North,Yorkshire,Tin,0.01,4.0,1,1
569,2044978,10.0,59.0,25.0,C,F,North,N West,Tin,0.01,10.0,1,1
570,2046008,8.0,53.0,44.0,E,U,South East,London,Gold,6000.0,1.0,0,0
571,2053047,14.0,53.0,23.0,C,M,North,N West,Silver,480.0,5.0,1,2
572,2056623,12.0,53.0,51.0,F,F,Midlands,East,Tin,0.01,5.0,0,0
573,2063115,13.0,53.0,48.0,F,F,Midlands,Midlands,Tin,0.01,8.0,1,1
574,2069148,7.0,48.0,51.0,F,M,South West,S West,Tin,0.01,7.0,0,0
575,2080303,11.0,61.0,17.0,C,F,North,N West,Tin,0.01,5.0,1,1
576,2088991,8.0,73.0,55.0,U,F,South East,London,Silver,2500.0,9.0,1,1
577,2094428,14.0,76.0,52.0,F,F,Midlands,Midlands,Silver,500.0,9.0,1,1
578,2095491,11.0,44.0,17.0,C,F,North,Yorkshire,Tin,0.01,5.0,1,1
579,2107996,9.0,39.0,3.0,A,F,South East,London,Platinum,30649.41,1.0,1,1
580,2109565,6.0,35.0,53.0,F,F,South East,S & S East,Tin,0.01,5.0,0,0
581,2115328,11.0,63.0,15.0,B,F,North,Yorkshire,Gold,19000.0,12.0,0,0
582,2124033,11.0,62.0,47.0,F,F,Midlands,East,Gold,12000.0,2.0,0,0
583,2125013,9.0,50.0,38.0,E,F,Scottish,N Scot,Tin,0.01,8.0,0,0
584,2138107,12.0,34.0,38.0,E,F,North,N West,Tin,0.01,4.0,1,1
585,2139995,8.0,69.0,11.0,B,,Scottish,N Scot,Tin,0.01,7.0,0,0
586,2161567,9.0,54.0,3.0,A,F,South East,London,Tin,0.01,7.0,1,1
587,2176327,22.0,30.0,49.0,F,F,South East,London,Silver,1750.0,4.0,1,3
588,2180774,10.0,44.0,22.0,C,F,North,N East,Tin,0.01,8.0,0,0
589,2196948,9.0,79.0,20.0,C,,South East,London,Silver,4000.0,2.0,0,0
590,2200279,7.0,40.0,16.0,C,M,Midlands,Wales & West,Tin,0.01,4.0,0,0
591,2201399,7.0,43.0,12.0,B,,Midlands,Wales & West,Tin,0.01,5.0,1,1
592,2206358,11.0,25.0,52.0,F,F,South East,London,Silver,2400.0,1.0,1,1
593,2219816,5.0,57.0,35.0,D,M,Midlands,Midlands,Silver,3000.0,4.0,0,0
594,2222930,7.0,23.0,4.0,A,F,North,N West,Silver,1000.0,5.0,1,1
595,2227312,5.0,58.0,1.0,A,,North,N East,Tin,0.01,5.0,0,0
596,2229757,12.0,54.0,7.0,B,F,South East,London,Tin,0.01,5.0,1,1
597,2233118,8.0,57.0,4.0,A,,South East,London,Platinum,25000.0,1.0,0,0
598,2235056,10.0,35.0,25.0,C,M,South East,London,Tin,0.01,8.0,1,1
599,2238446,8.0,42.0,51.0,F,F,,,Tin,0.01,5.0,0,0
600,2242419,12.0,33.0,38.0,E,F,South East,London,Tin,0.01,8.0,1,1
601,2245329,9.0,46.0,52.0,F,F,South East,London,Silver,5000.0,2.0,0,0
602,2250233,12.0,54.0,24.0,C,F,North,N West,Tin,0.01,4.0,0,0
603,2252104,12.0,43.0,17.0,C,F,South East,London,Tin,0.01,9.0,1,1
604,2262231,17.0,33.0,18.0,C,U,South East,S & S East,Silver,5000.0,1.0,0,0
605,2263890,6.0,71.0,52.0,F,,Scottish,Border,Gold,12000.0,2.0,0,0
606,2272474,14.0,35.0,40.0,E,F,Scottish,C Scotland,Tin,0.01,4.0,1,1
607,2275317,7.0,54.0,16.0,C,M,Midlands,Wales & West,Silver,4500.0,11.0,0,0
608,2281147,13.0,66.0,27.0,D,F,Scottish,N Scot,Silver,2000.0,5.0,1,1
609,2284065,16.0,37.0,50.0,F,F,South East,S & S East,Tin,0.01,8.0,1,1
610,2303191,3.0,58.0,4.0,A,M,North,N West,Silver,3000.0,2.0,0,0
611,2303523,10.0,49.0,4.0,A,M,South East,London,Tin,0.01,8.0,0,0
